customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST603,Female,No,No,No,55,No,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,65.67084187649606,3616.7490839486027,No
CUST604,Female,No,Yes,Yes,52,Yes,No internet service,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,56.566904656128926,2758.989339141637,Yes
CUST605,Female,No,Yes,No,44,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Credit card,70.97510559148458,3191.9208584634566,Yes
CUST606,Female,No,Yes,No,56,Yes,Yes,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Credit card,35.886365468129696,2106.993126898994,Yes
CUST607,Female,No,Yes,No,55,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,114.03397351802178,6432.986932892575,No
CUST608,Female,No,No,No,70,Yes,No internet service,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer,43.28608536006716,3251.674041351311,Yes
CUST609,Female,No,Yes,No,66,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,76.03582238110107,5067.664334086388,Yes
CUST610,Male,No,No,No,19,Yes,Yes,No,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,66.22234605395234,1427.6059896498657,No
CUST611,Female,No,Yes,No,7,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.60856714495871,622.4319657335784,No
CUST612,Male,No,No,No,63,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,68.55842020158316,4145.130283751887,Yes
CUST613,Male,No,No,No,42,Yes,No internet service,DSL,No,Yes,No,No internet service,No internet service,No,One year,No,Mailed check,52.23414149777371,2309.1642590955325,Yes
CUST614,Female,No,No,No,42,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,27.840479502145264,1258.0429571766897,Yes
CUST615,Male,No,Yes,Yes,59,Yes,No,DSL,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card,29.39793525754164,1734.553400015327,No
CUST616,Male,Yes,No,Yes,20,Yes,No internet service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card,60.23960759766086,1197.3183330845393,Yes
CUST617,Female,No,Yes,No,17,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,92.4068561902152,1628.2764817272907,No
CUST618,Female,No,No,No,27,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,31.557019289523005,811.5315301807773,No
CUST619,Male,No,No,Yes,47,No,Yes,DSL,No,No,No,No,No,No internet service,One year,Yes,Credit card,101.98737583133325,4846.477544836009,No
CUST620,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.73875800065397,62.8141204275947,No
CUST621,Female,No,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,38.02564556450315,2298.436555722035,Yes
CUST622,Female,No,No,No,62,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,No,Mailed check,43.296418957357695,2525.9072594149984,No
CUST623,Female,No,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,45.311441589448876,1130.2044116319382,Yes
CUST624,Female,No,No,Yes,17,Yes,No,DSL,Yes,No,No,No,No internet service,Yes,One year,Yes,Credit card,70.98574295883078,1215.5274860114173,No
CUST625,Male,No,No,No,69,Yes,No internet service,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,63.87566375743056,4552.411607181096,No
CUST626,Female,No,No,Yes,39,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,63.12744428062782,2330.3563874147476,Yes
CUST627,Female,No,Yes,No,71,Yes,No internet service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,54.9073602163282,3876.620197972246,Yes
CUST628,Male,Yes,Yes,Yes,39,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.56378544043632,2740.1674557765077,No
CUST629,Female,No,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,81.74266159837146,3119.28727256607,Yes
CUST630,Female,No,Yes,No,40,Yes,No internet service,DSL,Yes,No,No,Yes,No,No internet service,One year,Yes,Bank transfer,62.436035182956935,2425.142143048713,No
CUST631,Male,Yes,No,Yes,45,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,51.7465189613098,2280.2901134261365,Yes
CUST632,Male,No,No,No,4,Yes,No,DSL,No,No,Yes,No internet service,No,No,Two year,Yes,Bank transfer,84.84214842303022,244.33426249054503,No
CUST633,Female,No,Yes,No,25,No,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer,60.57303663222643,1499.8523354492345,Yes
CUST634,Male,No,No,Yes,69,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,76.039387267698,5124.335902973139,No
CUST635,Female,No,No,No,30,Yes,No,No,No,No,Yes,No,No,No internet service,One year,No,Bank transfer,63.00204841467032,1717.6523838491123,No
CUST636,Female,No,No,No,68,Yes,No internet service,DSL,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,86.7008363594612,5926.698362701351,Yes
CUST637,Male,No,No,No,29,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,89.66485964971505,2680.7525249750647,Yes
CUST638,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.96600878535884,5913.00345077503,Yes
CUST639,Female,Yes,No,Yes,51,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,53.96247897628406,2671.1473602554834,Yes
CUST640,Female,No,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,53.75764815848121,1278.1898675786185,No
CUST641,Female,No,No,Yes,14,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,82.47477636182664,1359.4571516324706,Yes
CUST642,Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,63.70844242694491,4055.973948565229,Yes
CUST643,Female,No,No,Yes,18,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,One year,Yes,Mailed check,64.31594817137537,1211.0836222590824,No
CUST644,Female,No,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,51.10174444887769,2227.783649136888,Yes
CUST645,Female,Yes,Yes,No,57,Yes,No internet service,No,No,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer,93.18853259127016,5226.289916297044,No
CUST646,Male,No,Yes,Yes,12,No,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,85.80985275459642,987.8106960053129,Yes
CUST647,Male,No,No,No,17,Yes,No,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Electronic check,62.62037617100098,1104.5052044803906,No
CUST648,Male,No,No,No,30,Yes,No,No,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,52.0921381082378,1559.2080227971046,No
CUST649,Male,Yes,No,No,23,Yes,No,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,51.2067656506297,1381.642900252119,No
CUST650,Female,No,No,Yes,1,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,67.66476573172888,79.98217808858155,Yes
CUST651,Female,No,No,No,32,Yes,No internet service,Fiber optic,No,Yes,No,No,No,No internet service,One year,No,Electronic check,72.73539806061588,2430.8795477516896,Yes
CUST652,Male,No,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,47.75156560529107,483.7950133903887,Yes
CUST653,Male,Yes,No,No,15,Yes,No internet service,Fiber optic,Yes,No,No internet service,Yes,No,No,One year,No,Credit card,40.102568971090236,684.8327970284865,No
CUST654,Male,Yes,No,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card,66.59308446785063,1771.3197128872384,Yes
CUST655,Female,Yes,Yes,No,24,Yes,No internet service,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,82.29325535721331,1999.1808157011728,Yes
CUST656,Female,No,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,66.4766515959555,3980.731424633761,Yes
CUST657,Female,No,Yes,Yes,35,Yes,No internet service,DSL,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,60.01264323303823,2014.495512025576,No
CUST658,Female,No,No,No,27,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No,One year,Yes,Mailed check,42.39999247815087,1255.8018930847697,Yes
CUST659,Male,Yes,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,52.32024100066135,804.5566511897638,Yes
CUST660,Male,No,Yes,No,65,No,No internet service,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,82.56825959015308,5528.571379668516,Yes
CUST661,Female,No,No,No,49,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,Two year,Yes,Bank transfer,39.93583917516257,1690.6054890260027,No
CUST662,Male,No,No,Yes,1,No,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,100.4544620351177,82.00726275144017,Yes
CUST663,Male,No,Yes,No,10,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,66.70142278397266,779.9536517293367,No
CUST664,Female,No,Yes,No,47,Yes,No internet service,DSL,Yes,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer,33.27329849736219,1421.2392047172966,Yes
CUST665,Female,Yes,Yes,Yes,59,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,75.06474807754444,4479.668897796083,No
CUST666,Female,Yes,No,No,62,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,One year,No,Mailed check,74.00443266445498,4626.149504895614,No
CUST667,Female,No,No,Yes,18,Yes,No,DSL,No,No,Yes,No,No,No internet service,One year,No,Mailed check,56.247639514269196,1051.6533467276606,No
CUST668,Female,No,Yes,No,46,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,83.78606767124676,3812.3149166245357,Yes
CUST669,Female,No,No,Yes,32,No,No internet service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,52.60294743285622,1627.4584182332787,No
CUST670,Female,No,Yes,Yes,27,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,77.63974266347887,1907.858018116452,Yes
CUST671,Female,No,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,64.30439860262116,1145.0011790047292,Yes
CUST672,Male,No,Yes,Yes,39,Yes,No internet service,DSL,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,59.32825679561233,2423.903314278737,Yes
CUST673,Female,No,No,No,49,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,91.85990155480599,4446.403055248127,No
CUST674,Male,Yes,No,No,44,Yes,Yes,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer,84.67091584815128,3676.773377793838,No
CUST675,Female,No,Yes,No,54,Yes,No,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,42.850784393004574,2504.7017451234537,Yes
CUST676,Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,72.60603604889657,2448.985350615017,No
CUST677,Female,No,Yes,No,71,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,102.86904645649037,7345.961469999164,No
CUST678,Female,No,No,No,36,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,92.37769170619865,3389.8831512241254,No
CUST679,Male,No,No,No,18,Yes,No,No,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,46.812606547275564,822.9287276739739,Yes
CUST680,Male,No,Yes,No,38,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card,96.9195947007453,3764.6953464228227,Yes
CUST681,Male,No,Yes,No,59,Yes,Yes,No,Yes,No internet service,No,No,No internet service,No,One year,Yes,Bank transfer,83.60074394446562,5051.172020363837,No
CUST682,Female,Yes,Yes,Yes,9,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card,44.02855063503502,504.6855227595873,Yes
CUST683,Female,No,No,No,51,Yes,Yes,No,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer,69.15349560968495,3648.674058780021,No
CUST684,Male,No,Yes,No,35,Yes,No,DSL,No internet service,No,Yes,Yes,No,No,One year,Yes,Credit card,74.55324276191001,2359.4375453841067,No
CUST685,Male,No,Yes,No,5,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer,43.46136507486122,76.67631344828229,Yes
CUST686,Male,No,Yes,No,14,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,One year,Yes,Credit card,79.1218826814376,1045.968985850007,Yes
CUST687,Male,No,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,113.59512051607291,3312.3390418578924,No
CUST688,Female,No,No,No,4,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,92.30452135360335,282.80584352094695,Yes
CUST689,Male,No,Yes,No,39,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,68.2397668731242,2768.0985490587027,Yes
CUST690,Female,Yes,No,Yes,64,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,59.37258928945514,3812.675420057522,Yes
CUST691,Female,No,No,No,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,71.56777083106005,1772.7720393529178,Yes
CUST692,Female,No,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,45.495644127640006,1246.8105381682044,No
CUST693,Female,No,No,No,66,No,No internet service,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,55.44910415329942,3611.6243575754015,No
CUST694,Female,No,Yes,Yes,22,Yes,No internet service,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Two year,Yes,Bank transfer,25.764583696491684,537.7888058067575,Yes
CUST695,Female,No,No,No,31,Yes,No,No,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,73.69119093826795,2450.9376807095905,No
CUST696,Male,No,Yes,No,23,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer,58.24998230022168,1128.0428858689345,No
CUST697,Female,No,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,77.36102925676346,3866.2631706312714,Yes
CUST698,Male,No,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Two year,No,Credit card,67.39539963081496,1623.1492417821532,Yes
CUST699,Female,No,No,No,38,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,44.78388858976396,1853.808934127084,No
CUST700,Female,No,No,No,55,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No,One year,No,Electronic check,69.00978010033593,3676.7459123293393,No
CUST701,Male,No,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,50.73059901421466,3391.2969804594923,Yes
CUST702,Female,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,98.10866161806238,222.1045416245929,Yes
CUST703,Female,No,Yes,Yes,7,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,48.13029007445844,307.07334849337616,Yes
CUST704,Female,No,No,No,57,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer,55.59852560384088,3108.394724714502,Yes
CUST705,Female,No,No,Yes,12,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,44.728048989785336,524.6189463383034,No
CUST706,Male,No,No,No,5,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Credit card,42.99551240638282,80.35546303185689,Yes
CUST707,Female,Yes,Yes,No,50,No,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,65.60125926366493,3264.4319902908364,Yes
CUST708,Male,No,No,Yes,42,No,No,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,40.090195897621015,1539.0423457192005,No
CUST709,Female,No,Yes,Yes,12,Yes,No,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Credit card,61.24211553422722,821.6022557198253,No
CUST710,Male,No,Yes,Yes,18,No,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer,73.60044148300342,1223.4881972843816,Yes
CUST711,Male,No,Yes,No,66,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Two year,Yes,Mailed check,56.52711980773926,3736.9702337075896,No
CUST712,Male,Yes,No,Yes,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,20.941381772846192,302.6705294181136,No
CUST713,Female,Yes,Yes,No,68,Yes,No internet service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,91.67922784578664,6280.033574819891,Yes
CUST714,Female,No,No,Yes,71,Yes,No internet service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,70.33166670856838,5092.228424657053,No
CUST715,Female,No,No,Yes,62,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,70.57148052876312,4409.8116258980335,Yes
CUST716,Male,No,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,One year,No,Electronic check,60.35874622803998,2390.6708073783475,Yes
CUST717,Male,Yes,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,Yes,Bank transfer,81.21786051509008,2693.827790931992,Yes
CUST718,Male,No,No,No,70,Yes,No internet service,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,83.75990690182392,6146.381508724976,Yes
CUST719,Female,No,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.75941791408738,3972.9954957763466,Yes
CUST720,Male,No,No,No,58,Yes,No internet service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,70.37445997565854,4057.975724364879,Yes
CUST721,Male,No,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer,37.48049629368405,1842.6060145221113,Yes
CUST722,Female,No,No,Yes,34,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,73.10345089194792,2312.844186712236,No
CUST723,Female,No,No,Yes,44,No,No internet service,No,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,70.34866069900829,3230.72908189531,Yes
CUST724,Male,No,No,No,15,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Credit card,54.027008757189996,725.0967368261167,Yes
CUST725,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,48.96287810913097,3553.84970575704,No
CUST726,Male,No,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,No,Electronic check,75.86076721496421,3892.3341368981523,No
CUST727,Female,No,Yes,No,32,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,63.48326559509561,2193.8007570047207,Yes
CUST728,Male,No,No,Yes,67,Yes,No,DSL,No,Yes,No,Yes,No,No internet service,Two year,No,Mailed check,57.19758621157213,3923.2989629385124,No
CUST729,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,98.44812064240315,270.1633087261232,Yes
CUST730,Female,No,Yes,Yes,51,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,78.43083866902975,4001.881686499384,No
CUST731,Female,No,Yes,No,67,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Credit card,73.69072679046965,4940.222965371558,No
CUST732,Male,No,Yes,No,48,Yes,No internet service,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer,89.36864562753794,4257.445471261373,No
CUST733,Male,No,Yes,No,17,Yes,No,No,Yes,Yes,No,No,No,No,One year,No,Electronic check,71.60757635523365,1022.5426746449963,No
CUST734,Male,No,Yes,Yes,7,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,50.91788507675592,97.82436550932704,Yes
CUST735,Female,No,No,No,13,Yes,No,No,No,No,No,Yes,No,Yes,Two year,No,Electronic check,57.20811258932705,834.7649758543508,No
CUST736,Male,No,Yes,No,66,Yes,No,No,No,No,No,No internet service,No,Yes,One year,No,Credit card,79.63885426915061,5234.453738444756,No
CUST737,Female,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,77.4967760432408,425.1918058804143,Yes
CUST738,Male,Yes,Yes,Yes,10,Yes,No internet service,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,73.92626862952955,693.7180186046643,No
CUST739,Female,No,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Bank transfer,42.2459599614102,718.0433715674135,No
CUST740,Female,No,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No internet service,One year,No,Electronic check,81.26711904429911,4337.43365906549,No
CUST741,Female,No,No,No,6,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer,63.699723544438875,568.8389300036426,Yes
CUST742,Female,No,Yes,No,69,Yes,Yes,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,76.998832178817,5274.977910029299,Yes
CUST743,Male,No,Yes,Yes,9,Yes,No internet service,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,48.39671755429343,315.5607688782009,Yes
CUST744,Female,No,Yes,Yes,21,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer,104.32068564929213,2336.2953757881946,Yes
CUST745,Female,No,No,No,24,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,69.94991807836054,1644.3477299219987,Yes
CUST746,Male,No,No,No,4,Yes,No,DSL,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,56.6490538546803,168.36752041414422,Yes
CUST747,Female,No,Yes,Yes,24,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card,77.92372024273055,1822.1940832870246,Yes
CUST748,Male,No,Yes,No,59,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card,82.16116451091928,4761.2726345379,Yes
CUST749,Male,No,Yes,Yes,3,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,77.6815332207847,325.8940497202007,Yes
CUST750,Male,No,No,Yes,68,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,45.10391517196159,2906.4787072360555,No
CUST751,Female,No,Yes,Yes,40,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,87.85334997645082,3526.380137935575,Yes
CUST752,Male,No,No,No,48,Yes,No,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer,58.10279493814436,2818.89921379982,Yes
CUST753,Male,No,Yes,No,54,Yes,No internet service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,64.67811125687876,3420.792569851129,Yes
CUST754,Female,No,No,Yes,35,Yes,No internet service,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,20.82493220984876,919.3285215192327,No
CUST755,Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card,55.718987474733595,3228.0634081783605,Yes
CUST756,Male,Yes,Yes,No,40,Yes,No,DSL,Yes,Yes,Yes,No,No,No internet service,Two year,Yes,Mailed check,55.593045841809364,2169.1783569854856,Yes
CUST757,Male,No,Yes,No,68,Yes,No,No,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,74.0121567083144,5020.08908878658,No
CUST758,Male,No,No,No,46,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Credit card,54.5000734630351,2614.318242665193,Yes
CUST759,Male,No,Yes,No,13,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,32.5679715419102,432.98688064653817,No
CUST760,Male,No,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,69.87687344987013,2054.864959826427,Yes
CUST761,Female,No,No,No,6,Yes,No internet service,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,59.991413355793576,427.8936440326655,Yes
CUST762,Female,No,No,No,17,Yes,No internet service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.428996313382754,887.6389305831168,Yes
CUST763,Female,Yes,No,Yes,36,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,66.75052699690039,2432.332167364877,Yes
CUST764,Male,No,Yes,No,2,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card,29.405189776742787,436.67797695911037,No
CUST765,Female,No,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,77.40919604924673,3903.062630969839,Yes
CUST766,Male,No,Yes,Yes,66,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card,61.34394896534673,3917.368305824676,No
CUST767,Male,No,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Two year,No,Electronic check,59.65397851219911,3073.033715384392,No
CUST768,Male,No,No,No,43,Yes,No,DSL,No internet service,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,84.05600215210794,3782.970692299917,No
CUST769,Female,No,Yes,No,22,Yes,No internet service,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card,54.28358688561516,898.5725081214161,Yes
CUST770,Male,No,No,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,70.17312059966302,3631.0548888864423,Yes
